# Nodes
x,y,is_start,is_end
29,46,False,False
38,46,False,False
40,46,False,False
47,46,False,False
49,46,False,False
49,47,False,False
49,48,False,False
29,48,False,False
27,48,False,False
49,49,False,False
48,49,False,False
48,48,False,False
48,47,False,False
44,47,False,False
44,27,False,False
46,27,False,False
47,27,False,False
49,27,False,False
44,48,False,False
44,49,False,False
48,46,False,False
47,49,False,False
47,48,False,False
47,43,False,False
18,43,False,False
15,43,False,False
10,43,False,False
9,43,False,False
9,41,False,False
3,41,False,False
1,41,False,False
1,37,False,False
12,37,False,False
26,37,False,False
44,37,False,False
48,37,False,False
49,37,False,False
1,36,False,False
1,34,False,False
7,34,False,False
7,10,False,False
7,5,False,False
7,3,False,False
7,2,False,False
7,0,False,False
4,5,False,False
4,2,False,False
4,1,False,False
4,0,False,False
1,2,False,False
1,0,False,False
0,0,False,False
0,2,False,False
0,5,False,False
1,10,False,False
0,10,False,False
7,45,False,False
3,45,False,False
1,45,False,False
0,45,False,False
7,49,False,False
15,34,False,False
41,34,False,False
41,44,False,False
41,46,False,False
41,49,False,False
47,34,False,False
49,34,False,False
41,27,False,False
31,27,False,False
31,26,False,False
31,17,False,False
48,17,False,False
49,17,False,False
20,17,False,False
12,17,False,False
11,17,False,False
11,41,False,False
11,47,False,False
11,48,False,False
11,49,False,False
12,41,False,False
8,17,False,False
6,17,False,False
2,17,False,False
0,17,False,False
11,3,False,False
11,1,False,False
11,0,False,False
20,5,False,False
20,0,False,False
20,18,False,False
5,18,False,False
5,15,False,False
5,5,False,False
3,15,False,False
3,12,False,False
3,11,False,False
3,1,False,False
3,0,False,False
16,11,False,False
20,11,False,False
21,11,False,False
2,11,False,False
1,11,False,False
0,11,False,False
3,21,False,False
0,21,False,False
3,23,False,False
0,15,False,False
6,15,False,False
5,19,False,False
1,19,False,False
0,19,False,False
5,20,False,False
3,20,False,False
0,20,False,False
22,20,False,False
35,20,False,False
40,20,False,False
43,20,False,False
46,20,False,False
48,20,False,False
49,20,False,False
35,4,False,False
35,0,False,False
35,24,False,False
35,43,False,False
35,49,False,False
8,19,False,False
11,19,False,False
2,18,False,False
0,18,False,False
22,18,False,False
36,18,False,False
36,39,False,False
36,47,False,False
36,49,False,False
39,39,False,False
49,39,False,False
36,9,False,False
36,4,False,False
36,3,False,False
36,2,False,False
36,1,False,False
36,0,False,False
38,9,False,False
46,9,False,False
48,9,False,False
49,9,False,False
42,18,False,False
49,18,False,False
22,17,False,False
31,3,False,False
31,2,False,False
31,1,False,False
31,0,False,False
32,0,False,False
32,1,False,False
30,0,False,False
30,6,False,False
30,14,False,False
0,14,False,False
30,17,False,False
30,18,False,False
38,6,False,False
41,6,False,False
41,3,False,False
41,1,False,False
41,0,False,False
49,1,False,False
44,6,False,False
49,6,False,False
41,7,False,False
29,0,False,False
29,9,False,False
29,15,False,False
32,15,False,False
33,15,False,False
20,15,False,False
31,28,False,False
38,28,False,False
49,28,False,False
28,28,False,False
28,3,False,False
28,0,False,False
28,38,False,False
28,39,False,False
28,49,False,False
7,39,False,False
1,39,False,False
0,39,False,False
14,28,False,False
13,28,False,False
13,45,False,False
13,48,False,False
13,49,False,False
13,5,False,False
13,4,False,False
13,2,False,False
13,0,False,False
6,4,False,False
2,4,False,False
0,4,False,False
6,9,False,False
6,1,False,False
6,0,False,False
11,28,False,False
31,41,False,False
31,44,False,False
31,47,False,False
31,48,False,False
31,49,False,False
26,27,False,False
0,34,False,False
0,36,False,False
0,37,False,True
0,41,False,False
1,42,False,False
22,42,False,False
35,42,False,False
37,42,False,False
40,42,False,False
46,42,False,False
49,42,False,False
0,42,False,False
9,40,False,False
37,40,False,False
40,40,False,False
43,40,False,False
44,40,False,False
48,40,False,False
49,40,False,False
43,29,False,False
43,28,False,False
43,26,False,False
43,25,False,False
43,24,False,False
49,24,False,False
43,23,False,False
32,25,False,False
22,25,False,False
17,25,False,False
6,25,False,False
0,25,False,False
38,29,False,False
35,29,False,False
34,29,False,False
31,29,False,False
46,29,False,False
47,29,False,False
49,29,False,False
43,43,False,False
43,44,False,False
43,47,False,False
43,48,False,False
43,49,False,False
4,40,False,False
3,40,False,False
1,40,False,False
0,40,False,False
9,45,False,False
9,48,False,False
9,49,False,False
49,43,False,False
29,49,False,False
29,45,False,False
22,46,False,False
19,46,False,False
19,36,False,False
19,35,False,False
19,47,False,False
19,49,False,False
18,46,False,False
26,39,False,False
26,49,False,False
0,48,False,False
0,49,False,False
0,46,False,False
12,49,False,False
12,12,False,False
43,19,False,False
46,19,False,False
48,19,False,False
49,19,False,False
16,32,False,False
2,32,False,False
1,32,False,False
0,32,False,False
40,32,False,False
41,32,False,False
45,32,False,False
46,32,False,False
48,32,False,False
49,32,False,False
31,36,False,False
47,36,False,False
49,36,False,False
18,29,False,False
18,27,False,False
18,25,False,False
27,49,False,False
49,31,False,False
47,8,False,False
26,8,False,False
23,8,False,False
14,8,False,False
4,8,False,False
3,8,False,False
0,8,False,False
47,2,False,False
47,0,False,False
48,0,False,False
49,0,False,False
48,1,False,False
49,8,False,False
42,8,False,False
42,1,False,False
42,0,False,False
46,38,False,False
48,38,False,False
49,38,False,False
41,38,False,False
42,46,False,False
42,49,False,False
45,45,False,False
49,45,False,False
34,40,False,False
34,38,False,False
34,37,False,False
34,47,False,False
34,48,False,False
34,49,False,False
8,47,False,False
8,48,False,False
8,49,False,False
7,43,False,False
5,43,False,False
2,43,False,False
0,43,False,False
1,44,False,False
0,35,False,False
2,34,False,False
4,34,False,False
4,30,False,False
4,45,False,False
4,49,False,False
16,6,False,False
16,5,False,False
16,1,False,False
16,0,False,False
15,1,False,False
18,6,False,False
19,6,False,False
20,6,False,False
45,5,False,False
45,1,False,False
45,0,False,False
46,10,False,False
48,10,False,False
49,10,False,False
41,15,False,False
48,44,False,False
49,44,False,False
45,48,False,False
45,49,False,False
18,42,False,False
32,30,False,False
25,17,False,False
25,13,False,False
25,7,False,False
25,3,False,False
30,13,False,False
2,30,False,False
0,30,False,False
5,42,False,False
11,24,False,False
12,24,False,False
10,21,False,False
10,17,False,False
10,16,False,False
23,16,False,False
27,16,False,False
4,16,False,False
1,16,False,False
0,16,False,False
10,15,False,False
10,12,False,False
10,11,False,False
0,22,False,False
0,9,False,False
48,5,False,False
49,5,False,False
44,4,False,False
40,4,False,False
40,1,False,False
40,0,False,False
40,5,False,False
40,6,False,False
47,4,False,False
48,4,False,False
49,4,False,False
44,1,False,False
34,4,False,False
34,8,False,False
34,10,False,False
43,35,False,False
49,35,False,False
0,1,False,False
2,2,False,False
23,38,False,False
23,40,False,False
23,44,False,False
23,45,False,False
23,49,False,False
31,35,False,False
32,35,False,False
34,35,False,False
37,35,False,False
6,48,False,False
6,49,False,False
0,29,False,False
4,28,False,False
1,28,False,False
0,28,False,False
20,44,False,False
20,46,False,False
20,49,False,False
30,43,False,False
30,45,False,False
30,48,False,False
30,49,False,False
48,41,False,False
49,41,False,False
44,22,False,False
46,22,False,False
47,22,False,False
48,22,False,False
49,22,False,False
41,12,False,False
46,12,False,False
47,12,False,False
48,12,False,False
49,12,False,False
26,5,False,False
26,1,False,False
26,0,False,False
1,12,False,False
0,12,False,False
1,23,False,False
0,23,False,False
1,33,False,False
0,33,False,False
41,33,False,False
43,33,False,False
44,33,False,False
49,33,False,False
19,1,False,False
19,0,False,False
37,3,False,False
37,2,False,False
37,0,False,False
37,49,False,False
21,42,False,False
21,45,False,False
21,47,False,False
21,49,False,False
21,36,False,False
21,33,False,False
21,32,False,False
9,0,False,False
10,0,False,False
12,0,False,False
14,0,False,False
15,4,False,False
16,4,False,False
17,4,False,False
14,44,False,False
14,46,False,False
14,48,False,False
14,49,False,False
6,26,False,False
4,26,False,False
2,26,False,False
0,26,False,False
41,25,False,False
49,26,False,False
49,25,False,False
49,13,False,False
32,44,False,False
32,47,False,False
32,48,False,False
32,49,False,False
38,1,False,False
38,0,False,False
21,1,False,False
21,0,False,False
22,0,False,False
49,3,False,False
43,3,False,False
43,2,False,False
43,1,False,False
43,0,False,False
27,3,False,False
27,1,False,False
27,0,False,False
18,0,False,False
25,0,False,False
39,0,False,False
46,30,False,False
48,30,False,False
49,30,False,False
24,48,False,False
24,49,False,False
24,12,False,False
24,5,False,False
24,1,False,False
24,0,False,False

# Edges (Adjacency List)
source_x,source_y,neighbor_x,neighbor_y
49,31,47,31
32,13,32,22
1,47,1,46
45,44,45,48
14,4,15,4
25,3,25,7
4,26,2,26
39,11,39,1
49,30,48,30
47,8,26,8
48,10,49,10
11,0,11,1
47,46,47,43
23,35,20,35
37,38,21,38
4,7,17,7
41,25,41,26
48,16,48,13
42,45,42,38
35,43,35,49
34,29,35,29
28,39,28,49
0,13,0,6
3,41,9,41
23,40,23,44
32,48,32,49
36,0,36,1
48,44,49,44
48,9,49,9
2,4,6,4
27,3,27,7
42,45,42,46
49,13,48,13
2,26,0,26
43,33,44,33
49,3,44,3
4,1,4,0
20,17,20,5
10,21,10,22
27,10,16,10
8,17,11,17
6,26,14,26
43,2,43,3
49,23,41,23
2,48,0,48
11,3,11,17
45,32,41,32
49,47,49,48
0,3,0,6
43,1,43,0
47,27,49,27
11,41,11,17
41,1,41,0
47,14,49,14
0,9,1,9
15,44,15,49
3,8,0,8
2,30,0,30
16,44,16,49
4,45,4,49
46,9,48,9
19,46,19,36
8,1,8,3
15,1,16,1
20,11,16,11
47,43,18,43
18,31,18,29
0,16,1,16
32,9,4,9
20,15,29,15
29,19,22,19
18,25,18,27
41,49,41,46
3,15,0,15
40,12,40,22
44,47,48,47
31,28,31,41
21,1,21,4
24,1,24,0
34,37,34,38
29,32,29,36
14,26,32,26
8,19,11,19
46,30,39,30
46,20,48,20
8,44,8,43
48,48,48,47
1,36,0,36
40,4,40,1
20,27,20,21
14,44,14,26
3,12,3,15
42,38,41,38
10,24,11,24
49,20,48,20
26,37,44,37
31,2,31,3
27,22,27,31
29,32,40,32
40,42,46,42
36,39,36,18
5,20,5,19
48,4,47,4
16,4,17,4
0,27,1,27
49,45,45,45
5,2,5,1
3,35,2,35
43,48,43,49
34,13,32,13
37,0,37,2
4,35,4,34
5,47,2,47
6,29,0,29
0,41,1,41
38,21,20,21
34,48,34,47
30,6,30,14
32,25,22,25
2,2,2,1
13,4,13,2
40,4,44,4
44,0,44,1
0,33,1,33
4,5,7,5
28,38,28,39
24,12,24,23
42,14,42,27
45,44,18,44
47,49,47,48
41,6,38,6
46,0,46,4
38,0,38,1
46,0,44,0
19,33,19,24
0,38,5,38
5,20,22,20
47,2,47,8
48,47,48,46
47,12,46,12
37,49,37,38
24,5,24,1
20,6,19,6
29,46,38,46
47,4,46,4
44,0,34,0
43,20,46,20
47,34,49,34
48,22,47,22
0,20,3,20
43,3,43,7
26,37,12,37
7,43,8,43
27,0,27,1
39,30,39,35
46,12,41,12
41,6,44,6
31,0,30,0
6,21,20,21
10,17,10,16
43,35,46,35
40,5,40,6
49,22,48,22
12,24,11,24
40,20,43,20
5,38,6,38
26,48,26,46
23,6,23,4
35,20,40,20
6,35,20,35
10,49,5,49
35,20,35,24
24,23,41,23
22,46,19,46
7,43,5,43
20,17,12,17
34,45,34,47
18,43,15,43
26,5,26,12
1,42,1,41
20,18,5,18
6,17,2,17
15,34,7,34
32,22,32,44
15,44,4,44
20,22,16,22
30,17,30,18
25,49,25,41
34,40,34,45
46,7,49,7
41,12,40,12
17,49,17,21
29,49,29,46
26,39,26,46
6,49,6,48
7,39,28,39
48,25,48,26
33,0,34,0
8,47,8,48
25,1,25,0
39,1,39,0
45,5,45,10
40,1,40,0
40,45,38,45
6,25,17,25
21,45,21,42
31,1,31,2
31,29,34,29
37,3,37,24
16,1,16,5
48,26,49,26
45,1,45,5
1,28,4,28
38,29,43,29
2,43,0,43
15,0,15,9
48,16,48,25
22,18,36,18
45,44,48,44
49,43,47,43
17,7,17,0
47,46,40,46
38,4,38,15
0,14,30,14
47,49,48,49
48,38,46,38
4,27,6,27
23,0,23,1
31,47,31,48
43,19,29,19
2,12,1,12
3,40,1,40
4,7,2,7
21,13,21,4
27,31,47,31
46,29,43,29
29,45,29,46
4,2,1,2
29,36,18,36
22,46,26,46
49,15,49,11
48,13,44,13
30,43,30,45
20,49,20,46
36,4,36,3
24,48,24,49
19,30,3,30
1,41,3,41
34,35,37,35
31,1,31,0
25,17,25,30
49,23,49,16
1,36,1,34
29,32,29,24
13,28,14,28
0,39,1,39
1,37,12,37
25,17,25,13
3,30,2,30
9,40,4,40
23,38,23,35
44,48,44,47
30,0,29,0
41,1,41,3
4,2,4,1
39,49,33,49
44,7,44,3
42,27,42,38
11,41,12,41
23,45,23,44
33,16,33,25
48,41,40,41
40,40,43,40
38,45,34,45
2,33,1,33
49,49,48,49
49,28,38,28
8,1,8,0
48,38,49,38
6,35,6,29
6,15,5,15
3,21,3,15
2,12,21,12
29,46,26,46
22,47,22,41
46,32,48,32
13,28,11,28
35,29,38,29
48,49,48,48
19,1,19,0
2,17,0,17
18,31,8,31
16,26,16,44
20,18,22,18
3,15,5,15
49,42,46,42
1,49,1,47
40,45,42,45
21,49,21,47
25,30,24,30
16,6,18,6
0,31,1,31
31,17,31,3
26,1,26,0
34,4,34,0
7,0,7,2
40,32,41,32
49,48,29,48
37,42,35,42
35,20,35,4
41,46,41,44
2,49,2,48
36,47,36,39
0,45,1,45
0,32,1,32
27,3,27,1
25,30,25,41
44,3,22,3
46,32,45,32
47,34,41,34
10,22,9,22
32,7,32,9
12,45,12,39
2,11,1,11
46,49,40,49
32,1,32,0
8,47,8,45
8,38,8,24
20,17,20,18
1,19,0,19
1,27,4,27
46,29,47,29
18,1,18,7
38,9,36,9
14,15,14,26
39,49,40,49
37,24,37,38
18,42,18,44
31,27,41,27
6,1,6,4
21,23,17,23
42,0,42,1
10,15,10,12
20,27,20,41
14,44,14,46
46,35,46,7
21,45,21,47
21,33,21,32
42,46,42,49
7,3,7,5
19,35,19,36
0,2,1,2
36,4,36,9
43,1,43,2
9,43,9,41
2,32,1,32
20,41,30,41
18,44,18,49
22,47,22,49
9,45,9,48
7,5,7,10
14,3,14,4
23,16,10,16
33,25,33,39
39,47,24,47
26,12,40,12
22,19,12,19
15,34,41,34
44,40,48,40
32,5,33,5
7,45,7,49
36,3,36,2
22,20,35,20
12,1,12,0
4,40,3,40
22,42,35,42
45,10,43,10
0,23,1,23
1,22,0,22
32,47,32,44
31,27,31,26
29,48,27,48
10,43,9,43
7,34,7,45
30,41,30,43
45,10,45,15
8,44,8,45
16,32,2,32
31,0,32,0
43,47,43,44
34,35,32,35
48,37,44,37
47,12,48,12
32,35,31,35
49,5,48,5
2,18,0,18
47,14,42,14
24,30,19,30
0,5,4,5
9,48,9,49
10,0,10,1
35,24,35,43
1,49,2,49
12,12,12,19
37,2,37,3
9,40,9,41
24,5,24,12
31,44,31,47
19,46,19,47
44,2,49,2
2,47,0,47
34,48,34,49
49,48,49,49
10,24,10,49
31,17,31,26
4,44,4,45
42,1,42,8
33,39,33,49
14,1,14,3
6,26,4,26
11,48,11,49
0,3,5,3
41,7,41,6
26,48,26,49
3,1,3,0
2,43,5,43
23,16,27,16
10,16,4,16
14,5,14,15
7,10,1,10
18,49,25,49
19,24,19,1
3,21,0,21
46,30,48,30
5,1,2,1
31,35,23,35
46,9,38,9
12,17,11,17
6,4,6,9
3,11,3,12
1,42,0,42
7,39,1,39
49,15,49,16
2,48,26,48
0,47,0,44
44,22,40,22
22,41,22,23
3,11,16,11
34,38,34,40
39,1,25,1
27,22,20,22
44,4,46,4
18,38,9,38
13,5,13,28
14,46,14,48
2,4,0,4
49,19,48,19
46,27,47,27
11,48,11,47
4,16,1,16
1,10,0,10
31,36,47,36
9,1,9,13
5,18,2,18
23,4,23,3
18,33,18,31
6,0,6,1
22,3,5,3
6,29,6,28
44,49,44,48
6,28,6,21
18,0,18,1
47,22,46,22
22,18,22,17
24,47,24,23
30,41,40,41
3,23,3,21
46,49,46,35
7,34,1,34
20,17,31,17
36,49,36,47
7,3,7,2
41,26,48,26
1,37,1,36
49,8,47,8
22,23,21,23
1,28,0,28
0,0,1,0
47,14,47,8
3,31,2,31
19,49,19,47
46,38,42,38
0,24,8,24
13,48,13,49
0,37,1,37
30,48,30,49
0,44,0,38
32,5,32,7
5,18,5,15
3,11,3,1
25,7,25,13
29,24,29,19
46,19,48,19
6,17,8,17
18,7,27,7
26,1,26,5
15,27,15,44
43,25,32,25
14,28,28,28
15,43,10,43
8,19,5,19
27,31,27,49
31,27,26,27
2,33,2,23
46,5,33,5
12,46,12,45
12,1,14,1
17,21,17,7
45,48,45,49
2,1,2,0
49,46,49,47
42,8,42,14
49,0,48,0
43,28,43,29
16,6,16,5
23,35,23,6
43,43,43,44
1,19,5,19
47,0,47,2
14,1,14,0
4,30,4,34
47,46,49,46
13,0,13,2
43,7,27,7
28,28,28,38
1,34,0,34
25,13,30,13
41,3,41,6
1,40,0,40
34,8,34,4
49,18,42,18
43,24,43,23
15,27,15,9
30,0,30,6
10,12,10,11
29,36,31,36
29,0,29,9
36,18,42,18
16,44,15,44
48,5,46,5
23,2,5,2
47,14,47,31
31,49,31,48
45,15,45,44
41,1,49,1
23,8,26,8
19,6,18,6
41,44,41,34
39,35,39,47
36,1,36,2
18,31,27,31
27,22,27,21
38,6,30,6
41,27,41,34
34,45,8,45
1,2,1,0
9,38,9,13
28,28,28,3
43,48,43,47
45,45,42,45
34,8,34,10
29,32,16,32
18,1,25,1
44,27,44,47
16,4,15,4
46,22,44,22
0,7,2,7
18,36,18,33
32,26,38,26
21,1,21,0
46,10,48,10
11,41,11,47
8,38,8,43
1,9,1,22
22,3,22,0
40,5,40,4
1,46,0,46
21,36,21,33
5,15,5,5
1,11,0,11
43,28,43,26
48,17,31,17
43,19,46,19
31,44,31,41
23,3,23,1
43,26,43,25
2,12,2,23
0,12,1,12
5,33,2,33
46,4,46,5
16,6,16,10
20,5,20,0
36,39,39,39
16,0,16,1
21,38,21,42
10,17,10,21
49,40,48,40
14,48,14,49
35,0,35,4
20,11,21,11
0,13,21,13
40,35,40,22
3,49,5,49
6,4,13,4
48,0,47,0
38,22,32,22
14,8,4,8
43,43,43,40
9,1,9,0
1,45,3,45
1,42,22,42
31,27,31,28
38,26,41,26
5,42,5,49
9,1,10,1
9,40,37,40
49,12,48,12
0,48,0,49
49,4,48,4
4,35,3,35
30,17,30,14
45,10,46,10
5,33,19,33
18,38,21,38
11,1,11,3
8,48,8,49
40,46,38,46
38,15,38,22
7,34,7,10
31,28,28,28
12,46,1,46
29,9,29,15
23,8,14,8
3,31,8,31
49,33,44,33
3,45,7,45
41,33,43,33
10,22,10,24
49,36,47,36
12,49,12,46
17,49,16,49
49,25,48,25
0,44,1,44
29,15,32,15
19,33,41,33
19,24,37,24
23,38,23,40
44,2,23,2
23,45,23,49
12,1,10,1
5,1,5,0
38,28,31,28
6,48,6,35
46,27,44,27
32,30,25,30
41,15,45,15
13,28,13,45
49,29,47,29
18,29,18,27
45,1,45,0
43,24,49,24
6,27,15,27
39,30,39,11
23,0,2,0
4,35,4,44
24,47,24,48
6,38,8,38
28,0,28,3
49,35,46,35
2,47,2,35
49,32,48,32
40,38,40,41
21,36,21,38
36,9,36,18
2,35,2,34
44,13,43,13
43,29,43,40
21,4,38,4
32,48,32,47
18,46,19,46
4,2,4,5
38,4,38,1
37,40,40,40
38,49,38,45
17,25,22,25
1,9,4,9
49,17,48,17
43,24,43,25
3,49,3,30
43,10,27,10
0,25,6,25
44,40,43,40
44,6,49,6
37,42,40,42
20,44,20,41
33,0,33,16
33,15,32,15
5,20,3,20
9,22,1,22
49,41,48,41
10,15,10,16
21,12,26,12
38,21,49,21
49,2,49,7
3,8,4,8
9,43,9,45
49,37,48,37
2,11,3,11
0,35,2,35
2,1,0,1
4,28,6,28
16,10,16,26
1,41,1,37
14,5,14,4
22,19,22,23
2,31,1,31
20,46,20,44
43,13,34,13
12,39,12,19
49,39,39,39
1,23,2,23
48,1,48,0
13,48,13,45
30,48,30,45
44,7,43,7
8,24,8,3
5,19,5,18
40,38,40,35
13,5,13,4
